Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
3997,Pants,71.0,2023-02-05,2.8,Cash
4026,Handbag,49.0,2023-02-09,4.2,Cash
3991,Loafers,106.0,2023-06-27,1.6,Credit Card
3964,T-shirt,,2022-12-29,1.2,Credit Card
4023,T-shirt,132.0,2022-10-27,3.5,Cash
4028,Skirt,146.0,2023-06-26,4.3,Credit Card
4097,Polo Shirt,187.0,2023-02-07,1.6,Cash
4002,Poncho,19.0,2023-08-09,2.3,Cash
4121,Trousers,102.0,2023-02-05,3.4,Credit Card
3967,Romper,147.0,2022-11-19,4.3,Credit Card
4081,Hoodie,31.0,2023-03-18,4.8,Credit Card
3962,Socks,,2023-01-12,1.5,Cash
3971,Blouse,180.0,2023-08-06,3.9,Cash
3978,Onesie,175.0,2023-06-29,4.2,Cash
4037,Tunic,154.0,2023-01-07,4.2,Credit Card
4111,Sunglasses,183.0,2023-08-04,4.3,Cash
4033,Bowtie,94.0,2022-11-14,,Cash
3973,Coat,120.0,2022-12-20,1.6,Credit Card
4061,Blazer,,2022-12-05,,Credit Card
4050,Trousers,,2023-04-26,4.0,Cash
3980,Onesie,142.0,2022-10-07,,Credit Card
4058,Pants,186.0,2022-10-17,4.6,Cash
3992,Boots,124.0,2022-10-04,3.5,Credit Card
4017,Sweater,128.0,2022-11-05,3.4,Credit Card
3985,Polo Shirt,160.0,2023-02-27,1.4,Credit Card
4103,Tank Top,48.0,2023-03-03,2.1,Cash
4085,Sneakers,16.0,2022-10-27,2.8,Credit Card
3987,Handbag,85.0,2023-09-01,1.5,Credit Card
4090,Polo Shirt,31.0,2023-09-04,1.5,Credit Card
4105,Shorts,,2023-09-24,3.2,Cash
4091,Jeans,46.0,2023-05-28,2.3,Cash
4021,Dress,97.0,2023-04-24,3.2,Cash
4084,Skirt,62.0,2022-12-16,3.6,Cash
3980,Polo Shirt,99.0,2023-08-13,2.3,Credit Card
4017,Cardigan,122.0,2022-11-05,1.1,Cash
4110,Skirt,125.0,2023-03-07,3.3,Cash
3988,Trench Coat,86.0,2023-08-31,4.5,Credit Card
4037,Tie,,2023-09-05,,Credit Card
4041,Pants,15.0,2023-01-26,1.5,Credit Card
4106,T-shirt,175.0,2022-10-19,,Credit Card
4056,Gloves,,2023-02-24,,Credit Card
4017,Jeans,199.0,2023-07-17,3.1,Credit Card
4065,Gloves,54.0,2022-11-07,1.9,Credit Card
4012,Belt,94.0,2023-01-21,4.9,Credit Card
3993,Pajamas,128.0,2023-03-04,2.7,Credit Card
3984,Pants,113.0,2022-12-01,3.0,Credit Card
4001,Raincoat,57.0,2022-10-10,3.1,Cash
4011,Backpack,120.0,2023-01-14,2.6,Cash
4027,Cardigan,198.0,2023-06-23,4.3,Credit Card
4069,Gloves,60.0,2023-07-23,2.8,Credit Card
4061,Umbrella,119.0,2023-06-12,4.6,Credit Card
4022,Pajamas,190.0,2023-03-15,2.0,Credit Card
4107,Umbrella,81.0,2022-12-18,3.2,Credit Card
3971,Romper,26.0,2023-08-23,,Credit Card
4082,Shorts,147.0,2023-07-07,1.9,Credit Card
4093,Kimono,,2023-05-30,,Credit Card
4052,Coat,127.0,2022-12-08,1.9,Cash
3985,Shorts,,2022-10-18,4.5,Cash
4038,Gloves,135.0,2023-07-31,2.3,Cash
4096,Skirt,173.0,2023-08-11,3.7,Cash
4065,Cardigan,109.0,2023-07-05,,Credit Card
4078,Raincoat,160.0,2023-05-12,3.0,Credit Card
4020,Jacket,,2023-08-27,3.8,Cash
4028,Flip-Flops,127.0,2023-03-18,1.2,Cash
3994,Trousers,182.0,2023-09-10,1.8,Cash
4049,Shorts,86.0,2023-04-16,1.0,Credit Card
4078,Swimsuit,161.0,2023-03-03,3.3,Cash
4051,Hoodie,,2022-12-22,4.6,Cash
4035,Dress,,2023-09-08,1.9,Credit Card
3962,Loafers,,2023-09-24,4.7,Cash
4122,Pants,56.0,2022-12-10,2.1,Cash
4112,Hat,46.0,2023-03-02,3.0,Cash
3965,Belt,117.0,2022-10-07,1.8,Credit Card
3970,Flannel Shirt,157.0,2023-03-19,2.3,Credit Card
4018,Trousers,57.0,2023-08-15,2.0,Credit Card
4021,Loafers,147.0,2023-09-30,2.1,Cash
4098,Hat,175.0,2023-08-30,,Cash
4055,Umbrella,54.0,2022-12-18,3.6,Credit Card
4036,Belt,135.0,2022-10-30,2.6,Credit Card
4120,Pants,57.0,2023-06-24,1.2,Credit Card
4049,Wallet,125.0,2023-01-03,4.0,Credit Card
3988,Umbrella,101.0,2023-01-29,1.8,Credit Card
4093,Blazer,134.0,2023-03-23,4.0,Cash
4017,Flip-Flops,,2023-01-28,3.7,Cash
4070,Cardigan,153.0,2022-10-17,4.3,Credit Card
4056,Raincoat,136.0,2023-07-20,1.2,Credit Card
3959,Skirt,135.0,2023-06-07,3.3,Credit Card
4057,Sneakers,123.0,2023-05-08,2.0,Credit Card
4022,Kimono,31.0,2023-05-09,2.2,Cash
4034,Wallet,66.0,2023-08-09,1.7,Credit Card
3980,Swimsuit,80.0,2022-11-23,3.0,Credit Card
4017,Sandals,83.0,2023-08-16,3.9,Credit Card
4033,Romper,,2023-02-12,2.6,Cash
4010,Jacket,200.0,2023-07-15,4.7,Cash
3998,T-shirt,136.0,2023-08-15,3.4,Credit Card
4069,Pants,38.0,2023-04-25,3.7,Credit Card
4118,Jumpsuit,78.0,2022-12-05,1.3,Credit Card
4038,Backpack,103.0,2023-07-20,1.0,Cash
4121,Pants,20.0,2023-07-08,,Credit Card
4061,Leggings,122.0,2022-10-19,,Credit Card
3965,Pants,118.0,2023-08-30,,Credit Card
4027,Pajamas,,2023-04-09,1.0,Cash
3977,Bowtie,73.0,2023-04-25,3.9,Credit Card
4082,Camisole,18.0,2023-07-02,1.4,Cash
4077,Onesie,99.0,2022-12-08,3.6,Credit Card
4062,Jacket,32.0,2022-10-04,4.0,Cash
4042,Shorts,40.0,2022-11-14,2.1,Cash
4065,Sunglasses,70.0,2023-06-01,2.2,Cash
3982,Belt,198.0,2023-09-04,,Cash
3998,Camisole,99.0,2023-04-06,1.6,Credit Card
4023,Sneakers,166.0,2023-02-04,4.7,Cash
4086,Pants,52.0,2023-08-19,4.7,Cash
3973,Hoodie,62.0,2022-10-03,3.5,Cash
4047,Leggings,25.0,2023-05-19,4.2,Cash
4064,Blouse,146.0,2023-08-13,4.7,Cash
4111,Hat,147.0,2023-04-29,1.5,Credit Card
4097,Jumpsuit,,2023-04-29,2.8,Credit Card
4040,Pajamas,84.0,2022-11-22,3.8,Cash
4073,Raincoat,78.0,2023-06-28,1.1,Credit Card
3964,Leggings,141.0,2023-05-10,1.3,Cash
3970,Kimono,183.0,2023-07-21,1.9,Cash
4121,Belt,44.0,2023-03-21,2.5,Credit Card
4121,Onesie,115.0,2023-06-04,,Cash
4004,Tank Top,80.0,2022-12-19,2.9,Credit Card
4118,Tie,42.0,2023-08-31,1.1,Cash
4070,Loafers,43.0,2023-08-26,3.6,Credit Card
4121,Handbag,192.0,2023-02-27,4.5,Cash
3991,Trousers,73.0,2022-10-05,3.9,Credit Card
3957,Blouse,183.0,2023-03-09,2.1,Credit Card
4059,Backpack,46.0,2023-02-05,4.9,Credit Card
4008,Boots,78.0,2023-03-08,3.8,Cash
4117,Pajamas,106.0,2023-06-10,5.0,Credit Card
4035,Tie,172.0,2023-02-10,,Cash
4037,Sun Hat,33.0,2022-12-02,4.4,Cash
4104,Kimono,81.0,2023-09-30,3.8,Cash
3978,Polo Shirt,104.0,2022-12-24,3.9,Cash
3985,Polo Shirt,134.0,2023-03-13,2.1,Cash
3997,Kimono,10.0,2023-01-25,,Credit Card
4020,Polo Shirt,197.0,2022-11-08,4.3,Credit Card
4089,Polo Shirt,,2023-09-03,2.5,Cash
3990,Gloves,172.0,2023-01-09,3.9,Credit Card
4109,Pajamas,101.0,2023-06-05,2.3,Credit Card
4062,Hoodie,146.0,2023-09-05,2.6,Cash
4038,Slippers,119.0,2023-08-14,2.5,Credit Card
4072,Romper,136.0,2023-03-12,4.1,Credit Card
4079,Tie,82.0,2023-04-27,3.7,Credit Card
3991,Flannel Shirt,157.0,2022-11-20,3.7,Credit Card
4023,Sunglasses,,2022-10-08,4.8,Credit Card
4001,Jumpsuit,97.0,2022-10-28,,Credit Card
4108,Tank Top,22.0,2023-06-13,1.6,Credit Card
4040,Poncho,,2023-06-09,3.6,Credit Card
4029,Gloves,127.0,2023-06-12,3.2,Cash
4007,Tank Top,,2023-01-10,4.6,Credit Card
3978,Hoodie,50.0,2023-08-26,4.7,Credit Card
4063,Boots,10.0,2022-12-27,1.6,Cash
4051,Swimsuit,119.0,2022-11-08,3.5,Cash
4003,T-shirt,186.0,2023-06-13,4.4,Credit Card
4057,Scarf,176.0,2023-03-30,4.9,Credit Card
4053,Jeans,80.0,2022-11-02,4.3,Cash
4103,Swimsuit,,2023-01-25,4.3,Credit Card
4014,Sun Hat,31.0,2023-05-04,5.0,Cash
3962,Onesie,176.0,2022-11-15,3.1,Cash
3962,Blouse,,2023-07-23,2.0,Credit Card
4099,Shorts,88.0,2023-09-06,4.8,Credit Card
4122,Sweater,69.0,2023-01-01,3.7,Credit Card
4113,Raincoat,33.0,2022-10-25,3.0,Cash
4117,Swimsuit,10.0,2022-12-16,4.3,Credit Card
4015,Jumpsuit,29.0,2023-09-22,4.7,Cash
3979,Blouse,,2023-03-21,4.3,Cash
4075,Cardigan,184.0,2023-08-16,2.4,Credit Card
4007,Overalls,12.0,2023-07-27,4.0,Cash
4024,Pants,40.0,2023-08-03,3.6,Credit Card
4000,Sun Hat,118.0,2022-11-07,4.3,Cash
3969,Tie,132.0,2023-07-31,1.8,Credit Card
4059,Boots,,2023-01-11,,Credit Card
4115,Scarf,197.0,2023-06-23,3.0,Credit Card
4066,Gloves,36.0,2023-06-06,1.6,Credit Card
4110,Sweater,86.0,2023-01-09,,Cash
4023,Poncho,,2023-01-17,2.0,Cash
3995,Blouse,44.0,2023-05-25,4.3,Cash
3979,Shorts,183.0,2022-10-22,1.4,Credit Card
4051,Tank Top,,2023-01-07,1.1,Credit Card
4000,Romper,12.0,2023-03-03,,Cash
4102,Pants,52.0,2023-01-04,1.7,Credit Card
3987,Pajamas,194.0,2023-03-01,1.3,Credit Card
3960,Camisole,48.0,2023-03-09,4.8,Credit Card
4091,Jeans,167.0,2023-02-19,2.4,Cash
4068,Tank Top,65.0,2023-05-19,3.8,Cash
4073,Belt,,2023-02-25,2.6,Credit Card
4083,Swimsuit,,2023-07-10,2.7,Credit Card
3987,Sweater,160.0,2023-08-09,2.9,Credit Card
4014,Tank Top,99.0,2022-10-02,1.2,Cash
4009,Skirt,90.0,2023-02-17,1.1,Credit Card
4005,Wallet,73.0,2023-06-11,1.1,Cash
4025,Slippers,31.0,2023-05-10,4.4,Cash
4030,Jacket,163.0,2022-10-15,3.2,Cash
4083,Onesie,165.0,2023-05-17,,Cash
4054,Loafers,186.0,2023-07-02,3.5,Credit Card
3990,Coat,,2023-05-02,4.9,Credit Card
4067,Jeans,87.0,2022-12-06,1.1,Credit Card
4009,Pants,165.0,2023-01-25,,Credit Card
4110,Swimsuit,110.0,2023-03-12,4.6,Credit Card
4012,Pants,23.0,2022-11-04,3.2,Cash
4029,Hoodie,71.0,2022-10-04,,Cash
4005,Boots,38.0,2023-09-21,3.9,Cash
4064,Jacket,173.0,2023-05-30,2.8,Cash
4003,T-shirt,145.0,2023-05-01,2.0,Credit Card
4061,Sunglasses,13.0,2023-03-15,1.1,Cash
3994,Tie,91.0,2022-11-10,4.1,Cash
3964,Pants,,2023-08-09,1.9,Cash
4031,Tunic,155.0,2022-11-07,1.0,Credit Card
4024,Hat,149.0,2023-05-31,4.5,Cash
4017,Onesie,130.0,2023-08-20,4.7,Cash
4115,Poncho,28.0,2022-10-19,3.0,Credit Card
4072,Blouse,,2023-09-19,3.8,Credit Card
4020,Poncho,,2023-07-14,4.7,Credit Card
4051,Flannel Shirt,20.0,2023-04-02,1.2,Cash
4106,Tank Top,111.0,2022-11-16,3.8,Cash
4122,Blazer,170.0,2023-06-06,4.6,Cash
4074,Onesie,116.0,2023-09-22,1.7,Credit Card
3978,Tie,112.0,2023-02-01,2.3,Cash
3959,Camisole,,2023-09-03,1.6,Credit Card
4077,Trousers,167.0,2022-12-26,1.8,Cash
3991,Bowtie,,2023-07-04,1.0,Cash
4039,Backpack,,2023-08-01,4.2,Cash
4058,Tank Top,,2023-03-28,4.1,Credit Card
4011,T-shirt,49.0,2022-11-11,,Cash
4055,Cardigan,110.0,2023-02-16,2.4,Cash
4065,Shorts,176.0,2023-03-31,4.4,Credit Card
4109,Pants,26.0,2023-04-16,2.8,Credit Card
4022,Sweater,121.0,2023-01-08,4.6,Cash
3975,Backpack,71.0,2023-02-09,1.6,Cash
3981,Dress,,2022-10-20,4.8,Credit Card
4099,Loafers,,2023-08-07,2.8,Cash
3972,Tunic,126.0,2022-11-08,3.8,Credit Card
3970,Hat,24.0,2023-07-14,,Cash
4042,Trench Coat,199.0,2023-04-01,3.8,Cash
4017,Coat,54.0,2023-06-19,1.4,Cash
4077,T-shirt,,2022-10-02,2.1,Cash
4047,Vest,189.0,2023-03-27,2.7,Credit Card
4112,Belt,,2023-03-28,,Credit Card
4110,Umbrella,98.0,2023-07-07,4.8,Cash
3968,Overalls,194.0,2022-11-11,2.6,Credit Card
3958,Sun Hat,105.0,2022-11-19,4.6,Credit Card
4021,Romper,,2023-03-15,1.5,Cash
4086,Sandals,78.0,2023-05-21,3.3,Credit Card
4115,Sunglasses,40.0,2023-02-12,2.8,Cash
4054,Trench Coat,17.0,2023-02-17,2.5,Cash
4034,Blazer,119.0,2023-08-15,1.3,Credit Card
4058,Romper,26.0,2023-04-20,1.7,Credit Card
4051,Gloves,157.0,2023-09-09,3.2,Credit Card
3990,Belt,137.0,2023-04-07,1.6,Credit Card
4100,Coat,102.0,2023-02-06,3.8,Cash
3967,Sneakers,,2023-08-06,,Credit Card
4105,Hoodie,52.0,2023-09-08,,Credit Card
4002,Flannel Shirt,75.0,2022-11-30,1.5,Cash
4023,Pajamas,156.0,2023-04-23,3.3,Credit Card
4000,Blouse,39.0,2022-10-26,,Credit Card
4085,Poncho,140.0,2023-08-29,1.5,Cash
4083,Scarf,,2023-06-10,4.4,Cash
4043,Vest,13.0,2023-06-01,1.8,Credit Card
4076,Flip-Flops,130.0,2022-10-03,2.9,Credit Card
3990,Sweater,48.0,2022-10-27,,Credit Card
3979,Gloves,,2023-02-24,3.5,Cash
4038,Vest,19.0,2022-10-07,4.2,Cash
4092,Hat,192.0,2023-07-29,1.5,Cash
4067,Poncho,117.0,2023-02-04,4.4,Credit Card
3993,Sun Hat,73.0,2022-10-08,,Cash
4023,Loafers,194.0,2023-03-10,4.9,Credit Card
3986,Jacket,29.0,2023-03-14,2.0,Cash
4037,Tank Top,40.0,2023-03-10,4.4,Credit Card
3968,Overalls,23.0,2022-12-01,1.9,Cash
3989,Onesie,,2023-07-05,1.2,Credit Card
4084,Leggings,21.0,2023-02-20,4.5,Cash
4028,Backpack,27.0,2022-10-11,1.1,Credit Card
4049,Backpack,82.0,2023-02-06,4.7,Credit Card
4067,Vest,89.0,2023-08-07,3.4,Cash
4029,Pajamas,151.0,2023-10-01,4.0,Cash
4024,Coat,104.0,2023-07-08,3.5,Credit Card
4113,Sweater,154.0,2022-12-17,4.6,Cash
4024,Swimsuit,199.0,2023-01-01,4.0,Cash
4089,Backpack,128.0,2022-11-12,3.4,Credit Card
4037,Belt,136.0,2023-07-05,4.1,Cash
4068,Socks,60.0,2022-10-14,1.1,Credit Card
3999,Sneakers,149.0,2023-09-15,,Credit Card
4037,Skirt,72.0,2023-01-17,,Credit Card
4082,Skirt,,2023-07-30,1.6,Credit Card
3995,Jacket,16.0,2023-04-15,2.5,Credit Card
4099,Swimsuit,98.0,2023-04-21,2.9,Credit Card
4119,Loafers,187.0,2022-12-23,4.7,Credit Card
4069,Jumpsuit,95.0,2022-10-22,3.1,Cash
3970,Trousers,,2023-02-01,2.2,Credit Card
4005,Jeans,198.0,2023-06-22,3.0,Credit Card
3995,Boots,36.0,2023-04-10,4.5,Credit Card
3970,Cardigan,70.0,2023-07-07,3.8,Credit Card
4015,Coat,25.0,2023-07-12,3.4,Credit Card
4003,Polo Shirt,46.0,2023-04-24,3.3,Credit Card
3966,Skirt,33.0,2023-09-17,1.4,Credit Card
4077,Jacket,,2023-02-21,2.4,Credit Card
4023,Scarf,143.0,2023-08-19,3.5,Credit Card
3998,Loafers,105.0,2023-09-22,2.1,Cash
4076,T-shirt,31.0,2022-10-12,2.2,Cash
4068,Tunic,139.0,2023-09-04,2.3,Credit Card
3986,Blazer,,2023-05-17,4.6,Cash
4083,Socks,29.0,2023-07-02,2.4,Credit Card
3967,Sun Hat,25.0,2023-07-05,4.3,Cash
4070,Socks,43.0,2022-10-08,2.6,Cash
4048,Handbag,76.0,2022-12-18,2.7,Cash
4100,Dress,110.0,2023-04-20,4.1,Cash
4081,Boots,198.0,2023-03-15,1.6,Cash
4074,Sneakers,125.0,2022-12-21,2.2,Credit Card
4083,Hoodie,29.0,2023-08-09,2.4,Credit Card
3985,Sunglasses,44.0,2023-09-24,2.3,Credit Card
3994,Sunglasses,159.0,2023-03-24,3.3,Cash
3988,Dress,,2022-11-17,3.9,Cash
4046,Sunglasses,,2023-04-15,3.6,Credit Card
3980,Onesie,90.0,2023-02-23,4.2,Cash
4009,Dress,147.0,2023-09-21,1.7,Cash
4029,Sweater,63.0,2023-05-13,3.0,Cash
4003,Leggings,128.0,2023-09-30,2.9,Credit Card
4000,Hoodie,40.0,2023-08-05,3.3,Credit Card
4087,Blazer,,2023-01-15,1.6,Credit Card
4026,T-shirt,87.0,2023-01-14,2.0,Cash
4101,Raincoat,188.0,2023-01-31,4.3,Credit Card
4106,Tunic,65.0,2023-03-26,1.0,Cash
4011,Cardigan,93.0,2023-05-03,4.7,Cash
4106,Vest,,2022-12-08,2.8,Cash
3958,Trench Coat,101.0,2023-01-12,3.3,Credit Card
4091,Socks,22.0,2022-10-30,3.3,Cash
4103,Leggings,76.0,2023-01-07,1.2,Cash
4003,Tunic,54.0,2023-08-07,4.9,Cash
4063,Vest,,2023-05-29,2.9,Cash
3976,Camisole,125.0,2023-03-04,1.5,Cash
4020,Raincoat,150.0,2023-02-13,2.4,Cash
4084,Blouse,128.0,2022-10-12,1.2,Cash
3981,Tank Top,,2023-06-16,2.1,Credit Card
4041,Umbrella,41.0,2023-06-18,2.1,Cash
3963,Skirt,,2022-10-29,4.7,Credit Card
4029,Trousers,66.0,2023-05-11,1.8,Credit Card
3988,Tie,,2023-06-08,3.3,Cash
4057,Poncho,105.0,2022-10-23,,Credit Card
4052,Trench Coat,175.0,2023-06-17,3.5,Credit Card
4108,Skirt,,2023-08-07,2.7,Credit Card
3984,Trench Coat,29.0,2023-07-14,3.5,Cash
4039,Jumpsuit,,2023-06-06,2.1,Credit Card
3996,Pants,,2022-10-23,4.4,Credit Card
3964,Jeans,123.0,2023-08-03,3.2,Credit Card
3977,Slippers,33.0,2022-12-27,1.9,Credit Card
4074,Pajamas,94.0,2022-10-23,4.3,Credit Card
4079,Onesie,,2023-09-14,3.5,Credit Card
4073,Slippers,22.0,2022-12-01,1.4,Cash
4117,Dress,,2023-08-04,4.9,Credit Card
4025,Cardigan,195.0,2023-09-25,2.9,Credit Card
4109,Coat,17.0,2023-08-12,,Cash
3958,Pants,119.0,2022-11-18,1.9,Credit Card
4041,Umbrella,,2023-07-05,1.7,Cash
3968,Overalls,57.0,2023-09-21,1.9,Credit Card
4116,Hoodie,124.0,2023-08-20,2.0,Credit Card
4072,Handbag,18.0,2023-02-23,3.3,Cash
4040,Hoodie,167.0,2023-01-23,2.5,Cash
4102,Romper,85.0,2022-11-11,1.4,Credit Card
3990,Gloves,150.0,2022-11-18,,Credit Card
4011,Scarf,32.0,2023-01-12,2.8,Cash
3969,Umbrella,45.0,2023-09-15,2.5,Cash
4121,Backpack,174.0,2022-12-15,2.5,Credit Card
4029,Pants,144.0,2023-04-19,2.1,Cash
4039,Jumpsuit,149.0,2023-04-13,3.0,Cash
3971,Romper,107.0,2022-11-22,3.1,Credit Card
3975,Coat,101.0,2022-11-20,3.0,Credit Card
4097,Trench Coat,134.0,2023-03-22,4.4,Credit Card
4111,Flannel Shirt,154.0,2023-07-04,2.5,Credit Card
4054,Camisole,109.0,2023-02-20,3.4,Credit Card
3980,Loafers,16.0,2023-07-12,2.5,Credit Card
4059,Backpack,66.0,2023-03-24,1.8,Credit Card
4022,Flannel Shirt,,2023-07-16,2.6,Cash
4002,Jumpsuit,81.0,2022-10-26,2.2,Cash
4018,Trousers,,2023-03-26,3.4,Cash
4059,Bowtie,145.0,2022-12-24,1.1,Credit Card
3979,Blouse,159.0,2023-04-24,2.0,Credit Card
3962,Trousers,50.0,2023-02-02,2.8,Credit Card
4010,Cardigan,,2023-01-05,2.6,Credit Card
3998,Swimsuit,78.0,2023-09-03,2.5,Credit Card
4056,Flip-Flops,198.0,2022-12-02,3.9,Cash
4060,Belt,,2022-11-28,1.4,Credit Card
4029,Dress,66.0,2023-08-02,1.9,Credit Card
4122,Romper,109.0,2023-09-02,5.0,Cash
3996,Jumpsuit,54.0,2023-04-26,1.7,Credit Card
3987,Umbrella,,2022-10-18,3.6,Cash
4033,Pajamas,198.0,2023-03-02,4.2,Credit Card
4082,Boots,161.0,2023-05-22,4.9,Credit Card
4067,Scarf,,2023-09-17,4.0,Credit Card
4036,Flip-Flops,155.0,2023-09-11,,Cash
4111,Loafers,154.0,2022-12-22,1.4,Credit Card
3990,Jacket,136.0,2022-12-16,1.2,Cash
4048,Pants,54.0,2022-10-11,,Credit Card
3981,Sunglasses,33.0,2023-03-11,2.8,Cash
4051,Handbag,,2023-01-25,4.4,Credit Card
4088,Kimono,15.0,2023-08-05,4.7,Credit Card
4008,Skirt,10.0,2023-05-30,2.2,Credit Card
4082,T-shirt,167.0,2023-09-14,1.9,Cash
4071,Pants,43.0,2022-10-05,,Credit Card
4056,Jumpsuit,55.0,2023-06-02,,Cash
4078,Blazer,92.0,2023-06-03,4.1,Credit Card
4025,Sun Hat,,2023-02-18,4.8,Credit Card
4101,Hoodie,,2023-04-06,3.2,Credit Card
4110,Kimono,46.0,2023-10-01,4.6,Cash
4065,Skirt,144.0,2023-02-21,4.2,Cash
3980,Overalls,28.0,2023-03-02,3.9,Cash
4065,Leggings,179.0,2023-06-04,,Credit Card
4051,Coat,35.0,2023-09-24,4.3,Cash
4114,Cardigan,92.0,2022-10-31,1.5,Cash
4004,Coat,,2023-07-01,4.0,Credit Card
4068,Jacket,,2023-09-14,1.6,Credit Card
4118,Sneakers,173.0,2023-09-14,2.0,Credit Card
4066,Sunglasses,176.0,2022-12-11,,Credit Card
3980,Swimsuit,191.0,2023-08-25,4.1,Cash
3967,Raincoat,187.0,2023-01-10,1.1,Credit Card
4088,Hoodie,167.0,2022-11-11,1.2,Credit Card
4044,Jacket,67.0,2023-05-17,1.2,Cash
4075,Hat,54.0,2022-11-03,1.5,Cash
4014,Romper,197.0,2023-02-27,4.3,Credit Card
4122,Jumpsuit,42.0,2023-04-19,2.1,Cash
3996,Overalls,,2022-11-08,1.7,Credit Card
4083,Sandals,,2023-08-14,2.0,Cash
4091,Onesie,156.0,2023-07-22,4.0,Credit Card
4118,Sandals,155.0,2023-03-24,,Cash
4122,Tunic,,2023-02-03,1.0,Cash
4091,Bowtie,166.0,2023-07-24,4.2,Credit Card
3978,Backpack,154.0,2023-02-18,2.6,Credit Card
4031,Blouse,,2023-05-05,2.6,Cash
4076,Shorts,94.0,2023-06-07,4.8,Cash
4068,Sunglasses,70.0,2023-04-18,2.4,Credit Card
3977,Kimono,91.0,2023-04-28,3.9,Credit Card
4079,Dress,,2022-12-08,4.0,Credit Card
4033,Swimsuit,32.0,2023-04-28,2.6,Credit Card
3995,Cardigan,181.0,2023-01-02,3.0,Credit Card
3989,Vest,95.0,2023-02-06,1.8,Credit Card
4033,Tie,77.0,2023-03-18,2.5,Credit Card
4020,Flip-Flops,187.0,2023-09-26,3.4,Credit Card
4090,Umbrella,,2023-07-24,2.5,Credit Card
4066,Blouse,37.0,2023-04-12,2.3,Credit Card
4032,Bowtie,22.0,2022-10-03,1.1,Credit Card
4102,Swimsuit,197.0,2023-04-06,3.6,Cash
3969,Trench Coat,52.0,2023-01-28,4.5,Credit Card
4098,Flip-Flops,136.0,2022-10-08,4.0,Cash
3976,Leggings,99.0,2022-12-11,2.2,Credit Card
3968,Swimsuit,35.0,2023-04-16,1.1,Cash
4088,Hoodie,157.0,2022-11-08,2.8,Cash
3984,Umbrella,185.0,2023-07-02,2.9,Credit Card
4087,Tie,125.0,2023-03-05,4.5,Cash
4065,Trench Coat,,2022-10-10,2.7,Cash
4062,Bowtie,85.0,2022-12-07,,Cash
3981,Sandals,,2023-04-11,4.6,Cash
4075,Umbrella,36.0,2023-06-07,2.2,Credit Card
4102,Dress,,2023-07-13,,Credit Card
4021,Flip-Flops,,2023-05-19,2.5,Cash
4047,Backpack,197.0,2022-10-05,2.7,Cash
4022,Sweater,,2023-01-20,2.4,Credit Card
4106,Poncho,33.0,2023-04-18,2.9,Credit Card
3977,Boots,167.0,2023-06-23,4.5,Credit Card
4085,Tank Top,190.0,2023-04-25,2.4,Cash
3961,Sun Hat,,2022-10-26,4.7,Credit Card
3986,T-shirt,52.0,2023-03-20,5.0,Credit Card
4075,Pants,121.0,2022-10-28,3.8,Credit Card
4002,Skirt,,2023-04-21,1.1,Cash
4003,Cardigan,,2023-01-31,3.1,Cash
4057,Pajamas,58.0,2022-10-23,,Cash
3968,Coat,151.0,2023-04-22,4.2,Credit Card
3978,Sunglasses,196.0,2023-04-22,3.5,Cash
4063,Vest,179.0,2023-02-01,1.2,Credit Card
4033,Jacket,70.0,2023-05-12,1.5,Cash
4037,Gloves,,2022-10-06,3.0,Cash
4107,Pajamas,150.0,2023-04-09,1.1,Credit Card
4073,Overalls,49.0,2022-10-24,3.9,Cash
4072,Wallet,,2022-12-07,1.3,Cash
4116,Hoodie,,2023-06-30,4.7,Cash
4024,Raincoat,,2023-08-26,3.6,Credit Card
4044,Overalls,170.0,2022-11-15,3.9,Credit Card
4004,Overalls,61.0,2023-08-29,1.6,Credit Card
4011,Backpack,,2023-08-22,1.4,Cash
4004,Polo Shirt,173.0,2023-05-09,2.6,Cash
3977,Overalls,30.0,2023-02-15,,Cash
4111,Skirt,39.0,2022-10-06,4.8,Cash
4023,Hoodie,111.0,2023-08-17,3.3,Cash
3984,Hat,179.0,2023-07-08,4.3,Credit Card
4068,Camisole,174.0,2023-07-29,3.2,Cash
4093,Skirt,57.0,2022-12-02,4.7,Credit Card
3961,Vest,107.0,2022-10-07,,Credit Card
3958,Jumpsuit,124.0,2023-01-20,,Cash
4058,Belt,,2023-07-29,2.1,Cash
3986,Socks,77.0,2022-10-24,1.3,Credit Card
3960,Vest,78.0,2023-08-01,4.9,Cash
4000,Trousers,48.0,2022-12-01,3.0,Credit Card
4079,Jacket,180.0,2022-12-25,,Cash
4074,Leggings,,2022-11-01,4.6,Cash
4060,Trousers,148.0,2023-01-31,4.9,Credit Card
4111,Loafers,160.0,2023-08-25,4.8,Cash
4081,Kimono,25.0,2022-10-16,3.2,Cash
4034,Scarf,143.0,2022-12-14,4.3,Credit Card
4115,Tank Top,147.0,2023-04-06,3.7,Cash
4114,Poncho,131.0,2022-12-10,3.7,Cash
4049,Onesie,70.0,2022-10-13,3.4,Credit Card
4058,Shorts,30.0,2023-08-09,4.2,Credit Card
4034,Sneakers,192.0,2023-02-13,2.0,Cash
3979,Overalls,,2023-03-24,2.7,Cash
